message_id,date,edited_date,rom_name,rom_version,android_version,build_type,download_links,image_path,changelog,bugs,notes,maintainer,raw_text
52,2023-08-12T16:02:42,2023-08-12T16:04:16,Android,13,13,"GApps, Unofficial, Official",https://mega.nz/folder/x64BzCxL#OwyI_STqi_9g5I5PJpIkNQ,photos/photo_35@12-08-2023_16-02-42.jpg,,,,@m929_official,"#ProjectBlaze #Unofficial #ROM #T #Camellia #Camellian
ProjectBlaze 2.9 UNOFFICIAL | Android 13
Released: 12/08/2023

▪️Download
▪️Support
▪️Flashing Steps

Changelog:
• First build

Bugs:
• You tell me
• Bluetooth audio randomly disconnects

Notes:
• Flash with Recovery
• Face Unlock included
• GAPPS Included
• SELinux is Enforcing

Special thanks
• @Rio113 for device tree 
• @VipulSharma_007 for testing
•  MT6833 Aliance

By @m929_official 
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
53,2023-08-16T01:24:17,2023-08-16T02:41:46,CherishOS,,13,"GApps, Vanilla, Official",https://sourceforge.net/projects/cherish-os/files/device/camellia/,photos/photo_36@16-08-2023_01-24-17.jpg,,,,@ramshell688,"#CherishOS #Official #ROM #T #Camellia #Camellian
CherishOS 4.11 - OFFICIAL | Android 13
Updated: 13/08/2023

▪️Download
▪️XDA thread
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• Fix ADB Sideload
• August security patch
• SELinux is Enforcing
• Switch HWUI rendering backend to skiagl

Bugs:
• Bluetooth audio randomly disconnects

Notes:
• Gapps and Vanilla build
• Using Cherish recovery
• Clean flash recommended from Permissive

Special thanks
@Rio113 for device tree
@VipulSharma_007
Mt6833 Alliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
54,2023-08-16T10:20:17,2023-08-16T10:20:43,xtended,,13,Official,"https://sourceforge.net/projects/pixelextended/files/camellia/, https://sourceforge.net/projects/camellia-roms/files/PixelExtended/boot.img/download",photos/photo_37@16-08-2023_10-20-17.jpg,,,,@ramshell688,"#PixelExtended #Official #ROM #T #Camellia #Camellian
PixelExtended 5.10 - OFFICIAL | Android 13
Updated: 15/08/2023

▪️ Download
▪️ XDA thread
▪️ Support
▪️ Flashing steps
▪️ Screenshot

Changelog:
• Initial official release
• August security patch
• SELinux is Enforcing

Bugs:
• You tell me

Notes:
• Flash with pixel recovery​

Special thanks
@Rio113 for device tree
Mt6833 Aliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
55,2023-08-16T10:32:03,2023-08-16T10:32:06,SuperiorOS,,13,"Unofficial, Official",https://sourceforge.net/projects/camellia-roms/files/SuperiorOS/Release/,photos/photo_38@16-08-2023_10-32-03.jpg,,,,@ramshell688,"#SuperiorOS #Unofficial #ROM #T #Camellia #Camellian
SuperiorOS - UNOFFICIAL | Android 13
Updated: 12/08/2023

▪️Download
▪️XDA thread
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• August security patch
• SELinux is Enforcing
• Disable Vulkan UI Rendered
• Remove props client composition cache
• Disable stune boost for top-app

Bugs:
• Bluetooth audio randomly disconnects

Notes:
• Flash with SuperiorOS Recovery

Special thanks
@Rio113 for device tree
@VipulSharma_007 for tester
Mt6833 Alience

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
56,2023-08-17T23:36:20,2023-08-18T00:21:59,PixelExperience,,13,"Unofficial, Official",https://github.com/dm700-devs/OTA/releases/tag/7.0,photos/photo_1@08-04-2023_12-38-00.jpg,,,,@rio113,"#PEPlus #Unofficial #ROM #T #Camellia #Camellian  
PixelExperience Plus - UNOFFICIAL | Android 13
Released: 17/08/2023

▪️ Download
▪️ XDA
▪️ Support Group
▪️ Flashing Guide
▪️ Donation

Changelog:
• August Security Patch
• SELinux is Enforcing
• Implemented Pixel Power HAL
• Increased smoothness and stability
• Fixed Bluetooth randomly disconnecting
• Fixed FP sensor not working for some users
• Many under-the-hood changes

Bugs:
• You tell me

Notes:
• Flash from PE Recovery

Thanks to:
• @kmosq for the server
• Testers

By @rio113
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
57,2023-08-18T09:26:50,2023-08-18T09:28:59,CrDroid,,13,"Vanilla, Official",https://crdroid.net/downloads#camellia,photos/photo_34@11-08-2023_14-00-29.jpg,,,,@kucingabu,"#CrDroid #Official #T #ROM #Camellia #Camellian
CrDroidv9.8 - OFFICIAL | Android 13
Updated: 18/08/'23

▪️Download
▪️XDA thread
▪️Support
▪️Flashing Steps

Changelog:
• August SP
• Fixed fingerprint problem on some devices
• Fixed BT Audio bug.

Bugs:
• You tell me!

Notes:
• Flash with CrDroid Recovery
• Vanilla Build
• Selinux is Enforcing

Special thanks:
@Rio113 for device tree
@noah_allen for everything

By @kucingabu
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
58,2023-08-18T10:18:06,2023-08-18T10:18:15,Android,13,13,"Unofficial, Official",https://github.com/dm700-devs/OTA/releases/tag/6.0,photos/photo_14@16-06-2023_15-35-35.jpg,,,,@rio113,"#EvolutionX #Unofficial #ROM #T #Camellia #Camellian 
EvolutionX - UNOFFICIAL | Android 13
Released: 18/08/2023

▪️ Download
▪️ Support Group
▪️ Flashing Guide
▪️ Donation

Changelog:
• August Security Patch
• SELinux is Enforcing
• Implemented Pixel Power HAL
• Increased smoothness and stability
• Fixed Bluetooth randomly disconnecting
• Fixed FP sensor not working for some users
• Many under-the-hood changes

Bugs:
• You tell me

Notes:
• Flash from EvoX Recovery

Thanks to:
• @kmosq for the server
• Testers

By @rio113
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
59,2023-08-19T14:09:23,2023-08-19T15:11:06,PixelOS,,,"Unofficial, Official",https://sourceforge.net/projects/camellia-rom/files/PixelOS/,photos/photo_42@19-08-2023_14-09-23.jpg,,,,@noah_allen,"#PixelOS #ROM #T #Camellia #Camellian
PixelOS v13.0 | UNOFFICIAL | A13
Released: 19/08/23'

▪️Download
▪️Support
▪️Flashing steps
▪️XDA thread

Changelog:
• Synced the latest August security patch
  Source changelogs at blog.pixelos.net
• SELinux is Enforcing

Bugs:
• Bluetooth audio randomly disconnects (50/50)

Notes:
 • Flash with PixelOS recovery 
   Remember need to enter apply update twice to get it working

Special thanks
@Rio113 for device tree
Mt6833 Aliance

By @noah_allen
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
60,2023-08-19T22:20:25,2023-08-19T22:20:43,LineageOS,,13,"GApps, Vanilla, Unofficial, Official","https://m929.ru/files/camellia/lineage-20.0-20230819-UNOFFICIAL-camellia.zip, https://m929.ru/files/camellia-gapps/lineage-20.0-20230819-UNOFFICIAL-camellia-gapps.zip, https://m929.ru/files/camellia/boot.img",photos/photo_43@19-08-2023_22-20-25.jpg,,,,@m929_official,"#LineageOS #Unofficial #ROM #T #Camellia #Camellian 
LineageOS 20.0 - UNOFFICIAL | Android 13
Released: 19/08/2023

▪️ Download vanilla 
▪️ Download GAPPS build
▪️ Download boot.img
▪️ Support Group 
▪️ Flashing Guide

Changelog:
• First build

Bugs:
• Bluetooth audio randomly disconnects (50/50)

Notes:
• Flash from LineageOS recovery
• SELinux is Enforcing

Thanks to:
• @rio113 for device tree
• @noah_allen for consultation
• MT6833 Aliance

By @m929_official
Follow @pecamelliaupdates
Join @pecamellia"
62,2023-08-22T09:36:00,2023-08-22T10:17:13,SuperiorOS,,13,"Unofficial, Official",https://sourceforge.net/projects/camellia-roms/files/SuperiorOS/Release/,photos/photo_44@22-08-2023_09-36-00.jpg,,,,@ramshell688,"#SuperiorOS #Unofficial #ROM #T #Camellia #Camellian
SuperiorOS - UNOFFICIAL | Android 13
Updated: 21/08/2023

▪️Download
▪️XDA thread
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• Add back Disable client composition cache
• Fix Fingerprint sensor for some devices
• Fix Bluetooth audio randomly disconnecting 
• Improvement smoothness

Bugs:
• You tell me

Notes:
• Flash with superior recovery
• August security patch
• SELinux Enforcing

Special thanks
@Rio113 for device tree
Mt6833 Alience

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
64,2023-08-30T11:58:12,2023-08-31T05:10:17,AlphaDroid,,13,"GApps, Unofficial, Official","https://sourceforge.net/projects/naokoshoto-stuffs/files/camellia-alpha/Release/boot.img/download, https://sourceforge.net/projects/naokoshoto-stuffs/files/camellia-alpha/Release/AlphaDroid-13.0-20230830-camellia-gapps-v1.8.zip/download",photos/photo_45@30-08-2023_11-58-12.jpg,,,,@naokoshoto,"#AlphaDroid #Unofficial #ROM #T #Camellia #Camellian
AlphaDroid v1.8 - UNOFFICIAL | Android 13
Updated: 30/08/2023

▪️ Download ROM | boot.img
▪️ XDA thread
▪️ Support
▪️ Flashing steps
▪️ Screenshots
▪️ Donation

Changelog:
• ROM Source Changelog Here 
• August security patch
• SELinux Enforcing

Bugs:
• Please report it if exist

Notes:
• Flash with Alpha/CrDroid Recovery
• GApps Included

Special thanks:
- @Rio113 for device tree
- MT6833 Aliance for guide & helping
- @GiovanniLemos & @Asknesslisa for tester

By @naokoshoto
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
65,2023-08-31T15:43:57,2023-08-31T15:49:30,SparkOS,,13,"GApps, Vanilla, Unofficial, Official",https://sourceforge.net/projects/camellia-roms/files/SparkOS/,photos/photo_46@31-08-2023_15-43-57.jpg,,,,@ramshell688,"#SparkOS #Unofficial #ROM #T #Camellia #Camellian
SparkOS 13.7 UNOFFICIAL | Android 13
Released: 31/08/2023

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• Initial build
• August security patch
• Include per-app thermal
• SELinux Enforcing

Bugs:
- You tell me

Notes:
• Gapps and Vanilla build
• Flash with spark recovery

Special thanks
@Rio113 for device tree
@VipulSharma_007 for tester
Mt6833 Aliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
68,2023-09-05T01:03:46,2023-09-05T05:24:42,AlphaDroid,,13,"GApps, Official","https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-13.0-20230904-camellia-gapps-v1.8.zip/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/boot.img/download",photos/photo_47@05-09-2023_01-03-46.jpg,,,,@NaokoShoto,"#AlphaDroid #Official #ROM #Android #T #Camellia #Camellian
AlphaDroid 1.8  - OFFICIAL | Android 13
Updated: 05/09/2023

▪️Download ROM | Boot.img
▪️️Source Changelog
▪️️Device Changelog
▪️Screenshots 
▪️Flashing Steps
▪️️Support 
▪️️Donate

Notes: 
• GApps build
• Required firmware: V14.0.5.0

Credits :
• Thanks to @Rio113 for device tree
• Thanks MT6833 Alliance for helping
• @GiovanniLemos & @Asknesslisa for testing

By @NaokoShoto
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
70,2023-09-06T15:38:44,2023-09-06T15:46:37,,,,"Unofficial, Official","https://github.com/Noah113-Allen/OTA/releases/tag/3.0, https://github.com/pixelstar-devices/official_devices/tree/thirteen/changelogs/source",photos/photo_49@06-09-2023_15-38-44.jpg,,,,@noah_allen,"#PixelStar #Unofficial #Rom #T #Camellia #Camellian
PixelStar Tiramisu 13.0 - Unofficial
Updated: 6/09/'23

▪️Download
▪️Support
▪️Flashing steps
▪️Source Changelog
▪️Screenshot

Changelog:
• Initial build

Bugs:
• Bluetooth audio randomly disconnects (50/50)

Notes:
 • Flash with PixelStar recovery

Special thanks
@Rio113 for device tree
Mt6833 Aliance

By @noah_allen
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
71,2023-09-13T16:59:54,2023-09-13T19:50:46,AlphaDroid,,13,"GApps, Official","https://sourceforge.net/projects/alphadroid-project/files/camellia/boot.img/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-13.0-20230913-camellia-gapps-v1.8.zip/download",photos/photo_50@13-09-2023_16-59-54.jpg,,,,@NaokoShoto,"#AlphaDroid #Official #ROM #Android #T #Camellia #Camellian
AlphaDroid 1.8  - OFFICIAL | Android 13
Updated: 13/09/2023

▪️Download ROM | Boot.img
▪️️Source Changelog
▪️️Device Changelog
▪️Screenshots 
▪️Flashing Steps
▪️️Support 
▪️️Donate

Notes: 
• GApps build
• Required firmware: v14.0.5.0

Credits :
• Thanks to @Rio113 for device tree
• Thanks MT6833 Alliance especially @noah_allen for helping
• @GiovanniLemos & @Asknesslisa for tester

By @NaokoShoto
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
72,2023-09-14T11:46:02,2023-09-14T11:50:08,RisingOS,,13,"GApps, Vanilla, Unofficial, Official",https://sourceforge.net/projects/camellia-roms/files/RisingOS/,photos/photo_51@14-09-2023_11-46-02.jpg,,,,@ramshell688,"#RisingOS #Unofficial #ROM #T #Camellia #Camellian
RisingOS 1.4 Elysium - UNOFFICIAL | Android 13
Released: 12/09/2023

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• Initial build
• September security patch
• Include Thermal Profile
• SELinux Enforcing

Bugs:
- You tell me

Notes:
• Gapps and Vanilla build
• Flash with rising recovery

Special thanks
@Rio113 for device tree
@VipulSharma_007 for tester
MT6833 Alliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
73,2023-09-22T22:24:46,2023-09-22T22:53:55,PixelExperience,,13,"Unofficial, Official",https://github.com/dm700-devs/OTA/releases/tag/8.0,photos/photo_1@08-04-2023_12-38-00.jpg,,,,@rio113,"#PEPlus #Unofficial #ROM #T #Camellia #Camellian  
PixelExperience Plus - UNOFFICIAL | Android 13
Released: 22/09/2023

▪️ Download
▪️ XDA
▪️ Support Group
▪️ Flashing Guide
▪️ Donation

Changelog:
• Implemented Pixel Thermal HAL
• Added Lift-to-wake feature
• Increased smoothness and stability
• Many under-the-hood changes

Bugs:
• You tell me

Notes:
• Flash from PE Recovery

Thanks to:
• @kmosq for the server
• Testers

By @rio113
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
74,2023-09-23T00:11:10,2023-09-23T06:30:55,Android,13,13,"Unofficial, Official",https://github.com/dm700-devs/OTA/releases/tag/9.0,photos/photo_14@16-06-2023_15-35-35.jpg,,,,@rio113,"#EvolutionX #Unofficial #ROM #T #Camellia #Camellian 
EvolutionX - UNOFFICIAL | Android 13
Released: 22/09/2023

▪️ Download
▪️ Support Group
▪️ Flashing Guide
▪️ Donation

Changelog:
• September Security Patch
• Implemented Pixel Thermal HAL
• Added Lift-to-wake feature
• Increased smoothness and stability
• Many under-the-hood changes

Bugs:
• You tell me

Notes:
• Flash from EvoX Recovery

Thanks to:
• @kmosq for the server
• Testers

By @rio113
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
75,2023-09-23T16:39:58,2023-09-23T17:05:22,HavocOS,,13,"Unofficial, Official",https://sourceforge.net/projects/camellia-roms/files/HavocOS/,photos/photo_54@23-09-2023_16-39-58.jpg,,,,@ramshell688,"#HavocOS #Unofficial #ROM #T #Camellia #Camellian
HavocOS 6.0 - UNOFFICIAL | Android 13
Released: 20/09/2023

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• All merge to enforcing build
• August security patch
• Include thermal profile
• SELinux Enforcing
• Improve smoothness

Bugs:
• After install magisk, bugs reboot stuck at lockscreen a few second, no magisk no problem!!

Notes:
• Flash with Havoc recovery
• Clean flash from Permissive

Special thanks
@Rio113 for device tree
@VipulSharma_007 for tester
Mt6833 Aliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
76,2023-09-23T16:39:58,2023-09-23T17:05:38,SuperiorOS,,13,"GApps, Official",https://sourceforge.net/projects/camellia-roms/files/SuperiorExtended/,photos/photo_55@23-09-2023_16-39-58.jpg,,,,@ramshell688,"#SuperiorOSExtended #ROM #T #Camellia #Camellian
SuperiorOS Extended | Android 13
Released: 21/09/2023

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• September Security Patch 
• Improve smoothness
• Source.

Notes:
• Gapps build
• SELinux Enforcing
• Clean flash recommended 

Special thanks
@Rio113 for device tree
@VipulSharma_007 for tester
MT6833 Alience

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
77,2023-09-25T03:59:31,2023-09-25T06:15:16,,,,Official,"https://www.pling.com/p/2066696, https://github.com/pixelstar-devices/official_devices/tree/thirteen/changelogs/source",photos/photo_56@25-09-2023_03-59-31.jpg,,,,@noah_allen,"#PixelStar #Official #Rom #T #Camellia #Camellian
PixelStar Tiramisu 13.0 - Official
Updated: 25/09/'23

▪️Download
▪️Support
▪️Flashing steps
▪️Source Changelog
▪️Screenshot

Changelog:
• Update blobs to V14.0.5.0.TKSMIXM
• Added task_profiles configuration 
• Added thermal per-app and adapt to camellia
• Added Lift to Check
• Adjust Powerhint values
• Optimized auto brightness adjustment
• Increased brightness situation
• Improve overall stability and performance
• Implemented Pixel Thermal HAL

Bugs:
• Bluetooth audio randomly disconnects (50/50)

Notes:
 • Flash with PixelStar recovery

Special thanks
@Rio113 for device tree
Mt6833 Aliance

By @noah_allen
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
78,2023-09-28T16:28:30,2023-09-28T16:45:08,LineageOS,,13,"GApps, Vanilla, Unofficial, Official","https://m929.ru/files/camellia/boot.img, https://m929.ru/files/camellia/lineage-20.0-20230928-UNOFFICIAL-camellia.zip, https://m929.ru/files/camellia-gapps/lineage-20.0-20230928-UNOFFICIAL-camellia-gapps.zip",photos/photo_57@28-09-2023_16-28-30.jpg,,,,@m929_official,"#LineageOS #Unofficial #ROM #T #Camellia #Camellian 
LineageOS 20.0 - UNOFFICIAL | Android 13
Released: 28/09/2023

▪️ Download vanilla 
▪️ Download GAPPS build
▪️ Download boot.img
▪️ Support Group 
▪️ Flashing Guide

Changelog:
• Added minimal and peak refresh rate 
• September security patch

Bugs:
• Bluetooth audio randomly disconnects (50/50)

Notes:
• Flash from LineageOS recovery
• SELinux Enforcing

Special thanks
• @rio113 for device tree
• @noah_allen for consultation
• MT6833 Aliance

By @m929_official
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
79,2023-10-03T13:18:38,2023-10-03T13:55:51,SparkOS,,13,"GApps, Vanilla, Unofficial, Official",https://sourceforge.net/projects/camellia-roms/files/SparkOS/,photos/photo_58@03-10-2023_13-18-38.jpg,,,,@ramshell688,"#SparkOS #Unofficial #ROM #T #Camellia #Camellian
SparkOS 13.8 UNOFFICIAL | Android 13
Released: 01/10/2023

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• September security patch
• Enable GL comp backpressure
• Import task_profile configuration
• Switch to Aperture camera

Bugs:
- You tell me

Notes:
• Gapps and Vanilla build
• Flash with spark recovery
• SELinux Enforcing

Special thanks
@Rio113 for device tree
@VipulSharma_007 for tester
MT6833 Alience

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
80,2023-10-03T13:18:38,2023-10-03T13:55:46,CherishOS,,13,"GApps, Vanilla, Official",https://sourceforge.net/projects/camellia-roms/files/CherishOS/,photos/photo_59@03-10-2023_13-18-38.jpg,,,,@ramshell688,"#CherishOS #Official #ROM #T #Camellia #Camellian
CherishOS 4.12 - OFFICIAL | Android 13
Updated: 28/09/2023

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• September security patch
• Add dynamic thermal profile implementation
• Import task_profiles configuration
• Switch to Aperture camera

Bugs:
• You tell me

Notes:
• Gapps and Vanilla build
• Using Cherish recovery
• SELinux Enforcing

Special thanks
@Rio113 for device tree
@VipulSharma_007
MT6833 Alliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
81,2023-10-08T18:30:59,2023-10-20T14:03:54,AlphaDroid,,13,"GApps, Vanilla, Official","https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-13.0-20231008-camellia-vanilla-v1.10.zip/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/boot.img/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-13.0-20231008-camellia-gapps-v1.10.zip/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-13.0-20230913-camellia-gapps-v1.8.zip/download",photos/photo_60@08-10-2023_18-30-59.jpg,,,,@NaokoShoto,"#AlphaDroid #Official #ROM #Android #T #Camellia #Camellian
AlphaDroid 1.10  - OFFICIAL | Android 13
Updated: 08/10/2023

▪️GApps Flavour 
▪️Vanilla Flavour 
▪️boot.img (Important)
▪️️Source Changelog
▪️️Device Changelog
▪️Flashing Steps
▪️️Device Support Group 
▪️️Donate

Notes: 
• GApps & Vanilla build
• Required firmware: MIUI 14 

Credits :
• Thanks to @Rio113 for device tree
• Thanks to MT6833 Alliance Team especially @noah_allen for helping
• Thanks to @GiovanniLemos & @AskneZZZ for tester

By @NaokoShoto
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
82,2023-10-21T09:38:12,2023-10-30T15:07:57,LineageOS,,13,"GApps, Vanilla, Unofficial, Official","https://m929.ru/files/camellia/boot.img, https://m929.ru/files/camellia/lineage-20.0-20231021-UNOFFICIAL-camellia.zip, https://m929.ru/files/camellia-gapps/lineage-20.0-20231021-UNOFFICIAL-camellia-gapps.zip",photos/photo_61@21-10-2023_09-38-12.jpg,,,,@m929_official,"#LineageOS #Unofficial #ROM #T #Camellia #Camellian 
LineageOS 20.0 - UNOFFICIAL | Android 13
Released: 21/10/2023

▪️ Download vanilla 
▪️ Download GAPPS build
▪️ Download boot.img
▪️ Support Group 
▪️ Flashing Guide

Changelog:
• October 2023 security patch

Bugs:
• Bluetooth audio randomly disconnects (50/50)

Notes:
• Flash from LineageOS recovery
• SeLinux is Enforcing

Special thanks
@rio113 for device tree
@noah_allen for consultation
MT6833 Aliance

By @m929_official
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
83,2023-11-04T23:23:37,2023-11-05T16:31:46,PixelExperience,,13,"Unofficial, Official",https://github.com/dm700-devs/OTA/releases/tag/10.0,photos/photo_1@08-04-2023_12-38-00.jpg,,,,@rio113,"#PEPlus #Unofficial #ROM #T #Camellia #Camellian  
PixelExperience Plus - UNOFFICIAL | Android 13 - EOL
Released: 04/11/2023

▪️ Download
▪️ XDA
▪️ Support Group
▪️ Flashing Guide
▪️ Donation

Changelog:
• September Security Patch
• Completely new trees

Bugs:
• DT2W
• You tell me

Notes:
• Flash from PE Recovery

Thanks to:
• @m929_official for the server
• Testers

By @rio113
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
85,2023-11-08T11:01:59,2023-11-08T13:28:00,Android,13,13,"Unofficial, Official",https://github.com/Noah113-Allen/OTA/releases/tag/6.0,photos/photo_64@08-11-2023_11-01-59.jpg,,,,@noah_allen,"#DroidX-UI #Arclight #Unofficial #ROM #T #Camellia #Camellian  
DroidX-UI Arclight  - UNOFFICIAL | Android 13 - EOL
Released: 08/11/2023

▪️ Download
▪️ Support Group
▪️ Flashing Guide
▪️ Donation
▪️ Screenshot

Changelog:
• October Security Patch
• Completely new trees
• Improve overall stability and performance

Bugs:
• there is none :)

Notes:
• Flash from DroidX-UI Recovery

Special thanks to:
• @Rio113 for device tree
• @VipulSharma_007 for testing

By @noah_allen
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
86,2023-11-16T15:56:58,2023-11-16T17:39:24,AlphaDroid,,13,"GApps, Vanilla, Official","https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-13.0-20231116-camellia-gapps-v1.10.zip/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-13.0-20231008-camellia-gapps-v1.10.zip/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-13.0-20231116-camellia-vanilla-v1.10.zip/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/boot.img/download",photos/photo_65@16-11-2023_15-56-58.jpg,,,,@NaokoShoto,"#AlphaDroid #Official #ROM #Android #T #Camellia #Camellian
AlphaDroid 1.10  - OFFICIAL | Android 13
Updated: 16/11/2023

▪️Download - GApps | Vanilla | boot.img
▪️️Source Changelog
▪️️Device Changelog
▪️Flashing Steps
▪️️Device Support Group 
▪️️Donate

Notes: 
• Device Tree Rebase, please kindly clean flash
• Required firmware: MIUI 14 

Credits :
• Thanks to @Rio113 for device tree
• Thanks to MT6833 Alliance Team especially @noah_allen for helping
• Thanks to @VipulSharma_007 for testing

By @NaokoShoto
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
89,2023-11-30T17:49:25,2023-12-01T15:26:08,Android,14,14,"Unofficial, Official",https://github.com/dm700-devs/OTA/releases/tag/11.0,photos/photo_14@16-06-2023_15-35-35.jpg,,,,@rio113,"#EvolutionX #Unofficial #ROM #U #Camellia #Camellian 
EvolutionX - UNOFFICIAL | Android 14
Released: 30/11/2023

▪️ Download
▪️ Support Group
▪️ Flashing Guide
▪️ Donation

Changelog:
• Initial build 

Bugs:
• You tell me

Notes:
• Flash from EvoX Recovery
• These trees are still a W.I.P. Expect glitches and inconsistencies 

Thanks to:
• @m929_official for the server
• Testers

By @rio113
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
90,2023-12-01T07:29:37,2023-12-11T18:48:38,OriginOS,3,13,Official,https://devuploads.com/2bzax2jsyh5g,photos/photo_67@01-12-2023_07-29-37.jpg,,,,@AskneZZZ,"#Origin #PORT #PD2241 #T #camellia #camellian
OriginOS v3 - Port | Android 13
Ported from: IQOO 8 Pro

▪️Download
▪️Screenshot
▪️Support

Bugs:
• VoLTE/WIFI
• NFC in camellian variant
• BT
• Brightness

Notes:
• Magisk Included
• Format data manually in recovery
• Gcam included

Special thanks to:
• @dellschvlz For everything
• @rio113 For help
• @noah_allen For test
And Mystic chat

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
91,2023-12-02T12:35:20,2023-12-02T14:32:35,Matrixx,,14,"Unofficial, Official",https://sourceforge.net/projects/camellia-roms/files/MatrixxUI/,photos/photo_68@02-12-2023_12-35-20.jpg,,,,@ramshell688,"#Matrixx #Unofficial #ROM #U #Camellia #Camellian
Matrixx 10.0 BETA-4 - UNOFFICIAL | Android 14
Updated: 02/12/2023

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• Initial release with Android 14
• November security patch
• SELinux Enforcing

Bugs:
• You tell me

Notes:
• Flash with Matrixx recovery

Special thanks
@Rio113 for device tree
@VipulSharma_007 for testing
MT6833 Alience

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
92,2023-12-03T02:48:39,2023-12-03T02:56:16,ArrowOS,,13,"Unofficial, Official",https://sourceforge.net/projects/camellia-rom/files/ArrowOS/Arrow-v13.1-camellia-UNOFFICIAL-20231202-VANILLA.zip/download,photos/photo_69@03-12-2023_02-48-39.jpg,,,,@AskneZZZ,"#Arrow #UNOFFICIAL #ROM #T #Camellia #Camellian
ArrowOS - UNOFFICIAL | Android 13.0
Released: 03/12/23

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• September security patch
• Selinux is enforcing
• Based on rebase trees

Bugs:
• You tell me :)

Special thanks to:
• @noah_allen For everything
• @rio113 For device tree
MT6833 Alliance

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
